"Name","Team","Age","playerid","mlbid","NameTeam"
"Troy Stokes Jr.","Brewers (AA)",22,"sa828871",657011,"Troy Stokes Jr. (Brewers (AA))"
"Welfrin Mateo","Yankees (A)",22,"sa827963",650727,"Welfrin Mateo (Yankees (A))"
"Alexander Hernandez","Diamondbacks (R)",19,"sa3002696",672475,"Alexander Hernandez (Diamondbacks (R))"
"Will Smith","- - -",23,"sa873265",669257,"Will Smith (- - -)"
"Trent Grisham","Brewers (AA)",21,"sa874246",663757,"Trent Grisham (Brewers (AA))"
"Luis Carlos Diaz","Dodgers (R)",18,"sa3003249",672584,"Luis Carlos Diaz (Dodgers (R))"
"Hosea Nelson","Indians (A-)",21,"sa918155",670053,"Hosea Nelson (Indians (A-))"
"Seamus Curran","- - -",20,"sa875212",664752,"Seamus Curran (- - -)"
"Roldani Baldwin","Red Sox (A+)",22,"sa828313",650380,"Roldani Baldwin (Red Sox (A+))"
"Edwin Ventura","Orioles (R)",20,"sa872772",660595,"Edwin Ventura (Orioles (R))"
"Kevin Williams","- - -",22,"sa3002725",676692,"Kevin Williams (- - -)"
"Julio Garcia","Angels (A)",20,"sa837670",659079,"Julio Garcia (Angels (A))"
"Connor Panas","Blue Jays (AA)",25,"sa875228",664768,"Connor Panas (Blue Jays (AA))"
"Drew Lugbauer","Braves (A)",21,"sa829268",656666,"Drew Lugbauer (Braves (A))"
"Edgar Barrios","Pirates (R)",17,"sa3005591",679067,"Edgar Barrios (Pirates (R))"
"Anthony Bemboom","Rockies (AAA)",28,"sa579274",621532,"Anthony Bemboom (Rockies (AAA))"
"Marcos Rivera","Marlins (A)",21,"sa872509",660569,"Marcos Rivera (Marlins (A))"
"Juremi Profar","Rangers (AA)",22,"sa736995",642282,"Juremi Profar (Rangers (AA))"
"Vance Vizcaino","- - -",23,"sa658828",623509,"Vance Vizcaino (- - -)"
"Tucker Neuhaus","Brewers (A+)",23,"sa737623",641913,"Tucker Neuhaus (Brewers (A+))"
"Isan Diaz","- - -",22,"sa828704",656371,"Isan Diaz (- - -)"
"Ray-Patrick Didder","- - -",23,"sa736824",642720,"Ray-Patrick Didder (- - -)"
"Ryan Kirby","Giants (A)",23,"sa739014",643398,"Ryan Kirby (Giants (A))"
"LJ Hatch","- - -",24,"sa3005233",677928,"LJ Hatch (- - -)"
"Todd Isaacs","Indians (A)",22,"sa829465",656575,"Todd Isaacs (Indians (A))"
"Jason Morozowski","- - -",24,"sa875605",650581,"Jason Morozowski (- - -)"
"Michael Cruz","- - -",22,"sa918049",670043,"Michael Cruz (- - -)"
"Mark Mathias","Indians (AA)",23,"sa875006",664029,"Mark Mathias (Indians (AA))"
"Nick Choruby","- - -",23,"sa3004881",674006,"Nick Choruby (- - -)"
"Eric De La Rosa","- - -",21,"sa3006911",680763,"Eric De La Rosa (- - -)"
"Aldemar Burgos","- - -",21,"sa875196",664757,"Aldemar Burgos (- - -)"
"Garrison Schwartz","- - -",22,"sa3003956",673859,"Garrison Schwartz (- - -)"
"Nelson Velazquez","- - -",19,"sa3005129",676369,"Nelson Velazquez (- - -)"
"Rodolfo Castro","Pirates (A)",19,"sa917362",666801,"Rodolfo Castro (Pirates (A))"
"Julio Machado","Marlins (R)",17,"sa3005717",677580,"Julio Machado (Marlins (R))"
"Jordan Zimmerman","Angels (A+)",23,"sa915727",669745,"Jordan Zimmerman (Angels (A+))"
"Marty Costes","- - -",22,"sa3006783",664753,"Marty Costes (- - -)"
"Kacy Clemens","- - -",23,"sa738624",641459,"Kacy Clemens (- - -)"
"Chris Chinea","Cardinals (AA)",24,"sa827344",546992,"Chris Chinea (Cardinals (AA))"
"Travis Blankenhorn","Twins (A+)",21,"sa874969",663905,"Travis Blankenhorn (Twins (A+))"
"Seuly Matias","Royals (A)",19,"sa917039",665890,"Seuly Matias (Royals (A))"
"Patrick Mazeika","Mets (AA)",24,"sa827167",664850,"Patrick Mazeika (Mets (AA))"
"Jose Reina","Tigers (R)",17,"sa3005911",678642,"Jose Reina (Tigers (R))"
"Justin Paulsen","Padres (A-)",23,"sa3004074",677043,"Justin Paulsen (Padres (A-))"
"Jesus Valdez","Dodgers (R)",20,"sa3005492",678232,"Jesus Valdez (Dodgers (R))"
"Daniel Lockhart","Braves (AA)",25,"sa598065",605343,"Daniel Lockhart (Braves (AA))"
"Miguelangel Sierra","Astros (A)",20,"sa872750",658531,"Miguelangel Sierra (Astros (A))"
"Isael Soto","Marlins (A)",21,"sa830217",650675,"Isael Soto (Marlins (A))"
"Ramon Rodriguez","- - -",19,"sa918698",670232,"Ramon Rodriguez (- - -)"
"Jonatan Machado","- - -",19,"sa924310",671054,"Jonatan Machado (- - -)"
"Jorge Mateo","Athletics (AAA)",23,"sa657910",622761,"Jorge Mateo (Athletics (AAA))"
"LeDarious Clark","- - -",24,"sa875568",621429,"LeDarious Clark (- - -)"
"Michael Gettys","Padres (AA)",22,"sa828692",656455,"Michael Gettys (Padres (AA))"
"Jose Sanchez","Nationals (A-)",17,"sa3004382",672566,"Jose Sanchez (Nationals (A-))"
"William Gorman","- - -",23,"sa3004399",676948,"William Gorman (- - -)"
"Norkis Marcos","Pirates (R)",17,"sa3005575",678850,"Norkis Marcos (Pirates (R))"
"Robinson Medrano","Giants (A-)",22,"sa736643",642492,"Robinson Medrano (Giants (A-))"
"Justin Jacobs","Rangers (A)",22,"sa3004729",677367,"Justin Jacobs (Rangers (A))"
"Trey Martin","- - -",25,"sa599037",607172,"Trey Martin (- - -)"
"Johan Mieses","- - -",22,"sa747574",644407,"Johan Mieses (- - -)"
"Omar Carrizales","Rockies (AA)",23,"sa736953",642470,"Omar Carrizales (Rockies (AA))"
"Jose Brizuela","- - -",25,"sa602857",595895,"Jose Brizuela (- - -)"
"Ricardo Cespedes","- - -",20,"sa828197",650701,"Ricardo Cespedes (- - -)"
"Andy Pages","- - -",17,"sa3005625",681624,"Andy Pages (- - -)"
"Yasiel Balaguert","Cubs (AA)",25,"sa656575",622017,"Yasiel Balaguert (Cubs (AA))"
"Oswaldo Cabrera","Yankees (A)",19,"sa916954",665828,"Oswaldo Cabrera (Yankees (A))"
"Henry Pujols","Indians (A-)",19,"sa917341",665921,"Henry Pujols (Indians (A-))"
"Charcer Burks","Cubs (AA)",23,"sa737838",642836,"Charcer Burks (Cubs (AA))"
"Jonathan Arauz","- - -",19,"sa877498",660620,"Jonathan Arauz (- - -)"
"Dylan Rosa","Tigers (A)",22,"sa3004285",676748,"Dylan Rosa (Tigers (A))"
"Gosuke Katoh","Yankees (AA)",23,"sa737619",641741,"Gosuke Katoh (Yankees (AA))"
"Emir Velasquez","Rangers (R)",18,"sa3003355",672837,"Emir Velasquez (Rangers (R))"
"Carmelo Paulino","Diamondbacks (R)",19,"sa3005627",681652,"Carmelo Paulino (Diamondbacks (R))"
"Gavin Collins","- - -",22,"sa857219",641468,"Gavin Collins (- - -)"
"Kole Enright","- - -",20,"sa917991",670030,"Kole Enright (- - -)"
"Ryan Lidge","- - -",23,"sa738984",641787,"Ryan Lidge (- - -)"
"Luis Mejia","- - -",21,"sa873192",661390,"Luis Mejia (- - -)"
"Nellie Rodriguez","- - -",24,"sa658264",608364,"Nellie Rodriguez (- - -)"
"Samad Taylor","Blue Jays (A)",19,"sa918192",669392,"Samad Taylor (Blue Jays (A))"
"Angel Aguilar","- - -",23,"sa657323",622758,"Angel Aguilar (- - -)"
"Cristian Inoa","- - -",18,"sa917277",665850,"Cristian Inoa (- - -)"
"Eliezer Alvarez","Rangers (AA)",23,"sa657261",608421,"Eliezer Alvarez (Rangers (AA))"
"KJ Harrison","Brewers (A)",21,"sa829382",656508,"KJ Harrison (Brewers (A))"
"Dalton Kelly","Rays (AA)",23,"sa876363",665138,"Dalton Kelly (Rays (AA))"
"Mark Contreras","- - -",23,"sa3004164",676628,"Mark Contreras (- - -)"
"Reese Berberet","Rockies (R)",20,"sa3006672",680905,"Reese Berberet (Rockies (R))"
"Logan Hill","Pirates (AA)",25,"sa875822",664930,"Logan Hill (Pirates (AA))"
"Lars Nootbaar","Cardinals (A-)",20,"sa3006649",663457,"Lars Nootbaar (Cardinals (A-))"
"Cito Culver","- - -",25,"sa548315",592237,"Cito Culver (- - -)"
"Yeiler Peguero","- - -",20,"sa872515",660691,"Yeiler Peguero (- - -)"
"Zack Short","Cubs (AA)",23,"sa873287",670097,"Zack Short (Cubs (AA))"
"Norberto Obeso","Blue Jays (A)",22,"sa852308",650995,"Norberto Obeso (Blue Jays (A))"
"Johan Cruz","White Sox (A)",22,"sa736621",642711,"Johan Cruz (White Sox (A))"
"Josh Morgan","- - -",22,"sa828797",656766,"Josh Morgan (- - -)"
"Tra Holmes","- - -",21,"sa829468",657618,"Tra Holmes (- - -)"
"Demetrius Sims","Marlins (A-)",22,"sa3004390",676443,"Demetrius Sims (Marlins (A-))"
"Skyler Weber","Athletics (A)",23,"sa918416",669045,"Skyler Weber (Athletics (A))"
"Jacob Gonzalez","Giants (A)",20,"sa3004691",669363,"Jacob Gonzalez (Giants (A))"
"Frandy De La Rosa","Giants (A+)",22,"sa736663",620447,"Frandy De La Rosa (Giants (A+))"
"Ryan Walker","Twins (AA)",26,"sa738172",676254,"Ryan Walker (Twins (AA))"
"Johampher Arrendoll","Rays (R)",19,"sa917108",667325,"Johampher Arrendoll (Rays (R))"
"Bryan Torres","Padres (R)",18,"sa3002858",672786,"Bryan Torres (Padres (R))"
"Ryan McCarvel","Cardinals (A+)",23,"sa875799",641840,"Ryan McCarvel (Cardinals (A+))"
"Carlos Paraguate","Braves (R)",17,"sa3005757",678723,"Carlos Paraguate (Braves (R))"
"Frankie Rios","Red Sox (A)",23,"sa3003953",667696,"Frankie Rios (Red Sox (A))"
"Aneury Tavarez","Red Sox (AAA)",26,"sa598684",606477,"Aneury Tavarez (Red Sox (AAA))"
"Luis Mieses","White Sox (R)",18,"sa3003274",672635,"Luis Mieses (White Sox (R))"
"Kevin Torres","Mets (R)",19,"sa3003261",672610,"Kevin Torres (Mets (R))"
"Mark Kolozsvary","Reds (A)",22,"sa3004996",656627,"Mark Kolozsvary (Reds (A))"
"Michael Barash","- - -",23,"sa918163",669726,"Michael Barash (- - -)"
"Sicnarf Loopstok","Indians (AA)",25,"sa737949",643419,"Sicnarf Loopstok (Indians (AA))"
"Miguel Eladio","- - -",22,"sa828210",650140,"Miguel Eladio (- - -)"
"Jawuan Harris","Padres (R)",21,"sa3007049",680715,"Jawuan Harris (Padres (R))"
"Jose Rodriguez","Tigers (R)",17,"sa3005934",679563,"Jose Rodriguez (Tigers (R))"
"Jose Gutierrez","- - -",19,"sa917301",666628,"Jose Gutierrez (- - -)"
"Jhailyn Ortiz","Phillies (A)",19,"sa920180",665560,"Jhailyn Ortiz (Phillies (A))"
"Jose Reyes","Angels (R)",17,"sa3005490",677611,"Jose Reyes (Angels (R))"
"Tyler Marincov","Athletics (AA)",26,"sa550348",595309,"Tyler Marincov (Athletics (AA))"
"Angel Lopez","Rays (R)",18,"sa3003283",672657,"Angel Lopez (Rays (R))"
"Erick Salcedo","Orioles (AA)",25,"sa548029",593137,"Erick Salcedo (Orioles (AA))"
"Lewin Diaz","Twins (A+)",21,"sa828420",650331,"Lewin Diaz (Twins (A+))"
"Chris Clare","- - -",23,"sa918466",670133,"Chris Clare (- - -)"
"Dallas Carroll","Brewers (A+)",24,"sa913370",676631,"Dallas Carroll (Brewers (A+))"
"Micah Brown","- - -",22,"sa3004286",676758,"Micah Brown (- - -)"
"Emilio Gustave","Rays (A)",23,"sa880795",664312,"Emilio Gustave (Rays (A))"
"Derwin Barreto","Rangers (R)",17,"sa3005522",678481,"Derwin Barreto (Rangers (R))"
"Jakson Reetz","Nationals (A+)",22,"sa828796",656883,"Jakson Reetz (Nationals (A+))"
"Juan Fernandez","Padres (A)",19,"sa917824",667749,"Juan Fernandez (Padres (A))"
"Jose Gomez","Phillies (A+)",21,"sa828331",680824,"Jose Gomez (Phillies (A+))"
"Juan Carlos Negret","Royals (R)",19,"sa3003430",676002,"Juan Carlos Negret (Royals (R))"
"Junior Soto","Yankees (A-)",21,"sa829108",645310,"Junior Soto (Yankees (A-))"
"Jiandido Tromp","- - -",24,"sa659194",623927,"Jiandido Tromp (- - -)"
"Melvin Novoa","- - -",22,"sa827953",649700,"Melvin Novoa (- - -)"
"Bobby Bradley","- - -",22,"sa828799",656252,"Bobby Bradley (- - -)"
"Justin Lopez","Padres (A)",18,"sa3002670",672358,"Justin Lopez (Padres (A))"
"Quinn Brodey","- - -",22,"sa829783",656260,"Quinn Brodey (- - -)"
"Adrian Marin","- - -",24,"sa657939",546997,"Adrian Marin (- - -)"
"Max McDowell","- - -",24,"sa875626",664120,"Max McDowell (- - -)"
"Brett Cumberland","- - -",23,"sa915611",656340,"Brett Cumberland (- - -)"
"Victor Maria","Brewers (R)",18,"sa3003343",672806,"Victor Maria (Brewers (R))"
"Zach Rheams","- - -",21,"sa3008050",673963,"Zach Rheams (- - -)"
"Kevin Padlo","Rays (A+)",21,"sa828961",656821,"Kevin Padlo (Rays (A+))"
"Danny Lantigua","Reds (R)",19,"sa3005239",671224,"Danny Lantigua (Reds (R))"
"Ryan Aguilar","Brewers (A+)",23,"sa918712",666922,"Ryan Aguilar (Brewers (A+))"
"Desmond Lindsay","- - -",21,"sa874792",663664,"Desmond Lindsay (- - -)"
"Chris Singleton","Cubs (A)",21,"sa3005000",676767,"Chris Singleton (Cubs (A))"
"Jonah McReynolds","Rangers (A-)",22,"sa918288",669252,"Jonah McReynolds (Rangers (A-))"
"Rob Henry","- - -",23,"sa915595",677048,"Rob Henry (- - -)"
"Victor Ngoepe","Pirates (R)",20,"sa920171",667230,"Victor Ngoepe (Pirates (R))"
"Dom Nunez","Rockies (AA)",23,"sa737813",624513,"Dom Nunez (Rockies (AA))"
"Thomas Jones","Marlins (A)",20,"sa917968",666196,"Thomas Jones (Marlins (A))"
"Travis Demeritte","Braves (AA)",23,"sa737533",641513,"Travis Demeritte (Braves (AA))"
"Josh Altmann","Rangers (A+)",23,"sa875314",664938,"Josh Altmann (Rangers (A+))"
"Guarner Dipre","Phillies (R)",17,"sa3005793",680843,"Guarner Dipre (Phillies (R))"
"Francis Martinez","Diamondbacks (A-)",21,"sa828284",645445,"Francis Martinez (Diamondbacks (A-))"
"Derian Cruz","Braves (A)",19,"sa916719",665505,"Derian Cruz (Braves (A))"
"Maikel Garcia","- - -",18,"sa3003246",672580,"Maikel Garcia (- - -)"
"Jorbit Vivas","Dodgers (R)",17,"sa3005511",678391,"Jorbit Vivas (Dodgers (R))"
"Marten Gasparini","Royals (A)",21,"sa830181",645282,"Marten Gasparini (Royals (A))"
"Ramon Marcelino","Rockies (A)",21,"sa828425",650512,"Ramon Marcelino (Rockies (A))"
"Eddy Martinez","Cubs (AA)",23,"sa914203",666558,"Eddy Martinez (Cubs (AA))"
"Angelo Castellano","Royals (A+)",23,"sa657521",613546,"Angelo Castellano (Royals (A+))"
"Patrick Biondi","- - -",27,"sa503056",571492,"Patrick Biondi (- - -)"
"Yanio Perez","- - -",22,"sa975161",672350,"Yanio Perez (- - -)"
"Brandon Lopez","Twins (A+)",24,"sa658974",620995,"Brandon Lopez (Twins (A+))"
"Yovanny Cuevas","Cubs (R)",19,"sa872518",660905,"Yovanny Cuevas (Cubs (R))"
"Spencer Griffin","Angels (A)",21,"sa3005063",669121,"Spencer Griffin (Angels (A))"
"Tanner English","Twins (AA)",25,"sa599081",605221,"Tanner English (Twins (AA))"
"Juan Kelly","Blue Jays (AA)",23,"sa657541",622806,"Juan Kelly (Blue Jays (AA))"
"Yefri Carrillo","Astros (R)",17,"sa3005739",678399,"Yefri Carrillo (Astros (R))"
"Ronnie Gideon","Brewers (A+)",23,"sa738630",641612,"Ronnie Gideon (Brewers (A+))"
"Emmanuel Guerra","Padres (R)",17,"sa3005753",678679,"Emmanuel Guerra (Padres (R))"
"Daniel Sweet","- - -",23,"sa658561",621456,"Daniel Sweet (- - -)"
"Carlos Tatis","Yankees (R)",21,"sa874814",650744,"Carlos Tatis (Yankees (R))"
"Jorgen Rosas","White Sox (R)",20,"sa872449",660791,"Jorgen Rosas (White Sox (R))"
"Marco Valenzuela","- - -",18,"sa3005764",678788,"Marco Valenzuela (- - -)"
"Jordan Pearce","Tigers (A)",22,"sa915690",676805,"Jordan Pearce (Tigers (A))"
"David Banuelos","Twins (A)",21,"sa3004056",675915,"David Banuelos (Twins (A))"
"Ghordy Santos","Giants (R)",18,"sa3003331",672775,"Ghordy Santos (Giants (R))"
"Jason Leblebijian","Blue Jays (AAA)",27,"sa658622",621037,"Jason Leblebijian (Blue Jays (AAA))"
"Connor Justus","- - -",23,"sa873634",669049,"Connor Justus (- - -)"
"Mason Martin","- - -",19,"sa3004885",676733,"Mason Martin (- - -)"
"Alexis Garcia","- - -",20,"sa877124",664571,"Alexis Garcia (- - -)"
"Yasel Antuna","Nationals (A)",18,"sa962601",671276,"Yasel Antuna (Nationals (A))"
"Johnabiell Laureano","White Sox (R)",17,"sa3005787",679553,"Johnabiell Laureano (White Sox (R))"
"Casey Gillaspie","White Sox (AAA)",25,"sa827177",656459,"Casey Gillaspie (White Sox (AAA))"
"D.J. Wilson","Cubs (A+)",21,"sa875023",663791,"D.J. Wilson (Cubs (A+))"
"DJ Jenkins","Angels (A+)",24,"sa918613",664106,"DJ Jenkins (Angels (A+))"
"Jordan Rodgers","Braves (A+)",23,"sa3002874",676529,"Jordan Rodgers (Braves (A+))"
"Scott Schreiber","Astros (A)",22,"sa3007637",676073,"Scott Schreiber (Astros (A))"
"Jose Martinez","- - -",21,"sa736960",672866,"Jose Martinez (- - -)"
"Collin Woody","Orioles (A+)",23,"sa919011",670365,"Collin Woody (Orioles (A+))"
"Jake Rogers","Tigers (AA)",23,"sa874230",668670,"Jake Rogers (Tigers (AA))"
"Jagger Rusconi","- - -",21,"sa875030",663375,"Jagger Rusconi (- - -)"
"Johnny Adams","Mariners (A)",23,"sa873596",650626,"Johnny Adams (Mariners (A))"
"Sandber Pimentel","Athletics (A+)",23,"sa657209",622698,"Sandber Pimentel (Athletics (A+))"
"A.J. Simcox","- - -",24,"sa658901",623510,"A.J. Simcox (- - -)"
"Luis Hernandez","Red Sox (R)",19,"sa917091",665988,"Luis Hernandez (Red Sox (R))"
"Jamori Blash","Nationals (A-)",22,"sa3004396",676849,"Jamori Blash (Nationals (A-))"
"Miguel Aparicio","- - -",19,"sa917275",665918,"Miguel Aparicio (- - -)"
"Ryan Garcia","- - -",22,"sa3004299",676954,"Ryan Garcia (- - -)"
"Connor Scott","- - -",18,"sa3008080",669002,"Connor Scott (- - -)"
"Mikey White","Athletics (AA)",24,"sa658966",608383,"Mikey White (Athletics (AA))"
"Anthony Garcia","- - -",17,"sa3005924",571685,"Anthony Garcia (- - -)"
"Wilkerman Garcia","Yankees (A)",20,"sa872548",660564,"Wilkerman Garcia (Yankees (A))"
"Kevonte Mitchell","Cubs (A+)",22,"sa829059",656748,"Kevonte Mitchell (Cubs (A+))"
"Tyler Esplin","Red Sox (A-)",18,"sa3004727",676613,"Tyler Esplin (Red Sox (A-))"
"Eleardo Cabrera","- - -",22,"sa826658",650892,"Eleardo Cabrera (- - -)"
"Joseph Rosa","Mariners (A)",21,"sa872490",660563,"Joseph Rosa (Mariners (A))"
"Jermaine Palacios","- - -",21,"sa828886",650339,"Jermaine Palacios (- - -)"
"Joey Morgan","Tigers (A)",21,"sa3004032",656765,"Joey Morgan (Tigers (A))"
"Cristopher Navarro","Rockies (R)",19,"sa917065",665888,"Cristopher Navarro (Rockies (R))"
"Leandro Santana","Reds (A)",21,"sa828255",650441,"Leandro Santana (Reds (A))"
"Bryan Connell","- - -",19,"sa916736",665706,"Bryan Connell (- - -)"
"Anibal Sierra","- - -",24,"sa908626",671242,"Anibal Sierra (- - -)"
"Victor Roache","- - -",26,"sa502154",572391,"Victor Roache (- - -)"
"Garvis Lara","Marlins (A)",22,"sa828305",650667,"Garvis Lara (Marlins (A))"
"Tyler Alamo","- - -",23,"sa738319",641298,"Tyler Alamo (- - -)"
"Vimael Machin","- - -",24,"sa602488",605353,"Vimael Machin (- - -)"
"Julian Leon","- - -",22,"sa739577",624645,"Julian Leon (- - -)"
"Reinaldo Ilarraza","- - -",19,"sa923239",665838,"Reinaldo Ilarraza (- - -)"
"Tyler Ratliff","Rangers (A)",22,"sa3004156",676331,"Tyler Ratliff (Rangers (A))"
"Skeiling Rodriguez","Indians (R)",17,"sa3005542",678682,"Skeiling Rodriguez (Indians (R))"
"Ricardo Cubillan","- - -",20,"sa917089",660859,"Ricardo Cubillan (- - -)"
"Ramiro Rodriguez","Astros (A-)",20,"sa917287",666776,"Ramiro Rodriguez (Astros (A-))"
"Alejandro Juvier","- - -",22,"sa829317",657631,"Alejandro Juvier (- - -)"
"Ryne Birk","Astros (AA)",23,"sa874211",669902,"Ryne Birk (Astros (AA))"
"Alejandro Flores","Nationals (A)",22,"sa736822",642299,"Alejandro Flores (Nationals (A))"
"Wladimir Galindo","Cubs (A+)",21,"sa826652",650389,"Wladimir Galindo (Cubs (A+))"
"Jameson Fisher","White Sox (AA)",24,"sa658576",622053,"Jameson Fisher (White Sox (AA))"
"Andrew Bechtold","Twins (A)",22,"sa829787",657510,"Andrew Bechtold (Twins (A))"
"Christopher Morel","- - -",19,"sa3003171",666624,"Christopher Morel (- - -)"
"Greg Deichmann","- - -",23,"sa3004977",656364,"Greg Deichmann (- - -)"
"Shane Carrier","- - -",22,"sa918107",669427,"Shane Carrier (- - -)"
"Kameron Esthay","Nationals (A)",23,"sa915811",673985,"Kameron Esthay (Nationals (A))"
"Edwin Diaz","- - -",22,"sa738152",641521,"Edwin Diaz (- - -)"
"Patrick Morris","Blue Jays (R)",19,"sa3005037",676678,"Patrick Morris (Blue Jays (R))"
"Dahiandy Johnson","Rays (R)",18,"sa3005516",678416,"Dahiandy Johnson (Rays (R))"
"Oscar Gonzalez","Phillies (R)",17,"sa3005776",678860,"Oscar Gonzalez (Phillies (R))"
"Giovanny Alfonzo","Mets (A)",25,"sa875291",595871,"Giovanny Alfonzo (Mets (A))"
"Nelson Molina","- - -",23,"sa737886",641891,"Nelson Molina (- - -)"
"Jeren Kendall","Dodgers (A+)",22,"sa829529",656607,"Jeren Kendall (Dodgers (A+))"
"Brayan Hernandez","Marlins (A-)",20,"sa876536",659910,"Brayan Hernandez (Marlins (A-))"
"Keshawn Lynch","Diamondbacks (A-)",21,"sa3003949",663784,"Keshawn Lynch (Diamondbacks (A-))"
"Cody Bohanek","- - -",22,"sa3004157",676378,"Cody Bohanek (- - -)"
"Darren Seferina","- - -",24,"sa829376",657261,"Darren Seferina (- - -)"
"Arquimedes Gamboa","Phillies (A+)",20,"sa877497",660614,"Arquimedes Gamboa (Phillies (A+))"
"Freddvil Chevez","Rays (R)",18,"sa3003413",673882,"Freddvil Chevez (Rays (R))"
"Aaron Whitefield","- - -",21,"sa886360",664334,"Aaron Whitefield (- - -)"
"Chandler Taylor","Astros (A)",22,"sa3006654",663973,"Chandler Taylor (Astros (A))"
"Marcus Mooney","Braves (A+)",24,"sa918184",669129,"Marcus Mooney (Braves (A+))"
"Eliezel Stevens","Braves (R)",17,"sa3005773",678844,"Eliezel Stevens (Braves (R))"
"Gerard Ramos","Rockies (R)",17,"sa3005536",678647,"Gerard Ramos (Rockies (R))"
"Bralin Jackson","Pirates (AA)",24,"sa658012",621437,"Bralin Jackson (Pirates (AA))"
"Brendan McKay","- - -",22,"sa829698",656713,"Brendan McKay (- - -)"
"Wadye Ynfante","Cardinals (A-)",20,"sa828382",650887,"Wadye Ynfante (Cardinals (A-))"
"Delvin Perez","Cardinals (A-)",19,"sa917935",666206,"Delvin Perez (Cardinals (A-))"
"John Sansone","- - -",24,"sa659304",623518,"John Sansone (- - -)"
"Lucas Tancas","Pirates (A+)",24,"sa3004290",676814,"Lucas Tancas (Pirates (A+))"
"Jhoneiker Betancourt","White Sox (R)",18,"sa3003225",672501,"Jhoneiker Betancourt (White Sox (R))"
"Carlos Rivero","- - -",21,"sa828427",650438,"Carlos Rivero (- - -)"
"Justin Smith","- - -",22,"sa3003948",662013,"Justin Smith (- - -)"
"Taylor Bryant","- - -",23,"sa3004607",641412,"Taylor Bryant (- - -)"
"Nelson Gomez","Yankees (R)",20,"sa873303",660617,"Nelson Gomez (Yankees (R))"
"Samuel Miranda","Red Sox (A)",20,"sa828316",650385,"Samuel Miranda (Red Sox (A))"
"Sergio Gutierrez","Diamondbacks (R)",17,"sa3005539",678655,"Sergio Gutierrez (Diamondbacks (R))"
"Yoneiry Acevedo","Tigers (R)",17,"sa3005909",678635,"Yoneiry Acevedo (Tigers (R))"
"Stephen Smith","- - -",23,"sa918189",642093,"Stephen Smith (- - -)"
"Marcos Almonte","- - -",22,"sa828122",656044,"Marcos Almonte (- - -)"
"Daniel Castillo","Brewers (R)",17,"sa3005545",678697,"Daniel Castillo (Brewers (R))"
"Zach Collier","Nationals (AA)",27,"sa454396",543041,"Zach Collier (Nationals (AA))"
"Stanley Consuegra","- - -",17,"sa3005628",681679,"Stanley Consuegra (- - -)"
"Joey Rose","- - -",20,"sa918007",669694,"Joey Rose (- - -)"
"Brandon Van Horn","Giants (A+)",24,"sa918436",670115,"Brandon Van Horn (Giants (A+))"
"James Nelson","Marlins (A+)",20,"sa875753",663445,"James Nelson (Marlins (A+))"
"Claudio Ramirez","Cardinals (R)",17,"sa3005783",678978,"Claudio Ramirez (Cardinals (R))"
"Galli Cribbs","Diamondbacks (AA)",25,"sa708444",658061,"Galli Cribbs (Diamondbacks (AA))"
"Tre Carter","- - -",21,"sa918212",669182,"Tre Carter (- - -)"
"Miles Gordon","Reds (A)",20,"sa875024",659366,"Miles Gordon (Reds (A))"
"Reggie Pruitt","Blue Jays (A)",21,"sa875404",663545,"Reggie Pruitt (Blue Jays (A))"
"Edilberto Mendoza","Rangers (R)",18,"sa3003240",672567,"Edilberto Mendoza (Rangers (R))"
"Rod Boykin","- - -",23,"sa738567",643229,"Rod Boykin (- - -)"
"Jonathan Guzman","Phillies (A-)",18,"sa917127",664368,"Jonathan Guzman (Phillies (A-))"
"Edgardo Fermin","Mets (A)",20,"sa872571",660662,"Edgardo Fermin (Mets (A))"
"Romer Cuadrado","Dodgers (A)",20,"sa872527",660630,"Romer Cuadrado (Dodgers (A))"
"Mitchell Hansen","- - -",22,"sa874799",663961,"Mitchell Hansen (- - -)"
"Diowill Burgos","Cardinals (R)",17,"sa3005740",678419,"Diowill Burgos (Cardinals (R))"
"Victor Alfonso","Phillies (R)",18,"sa920744",666696,"Victor Alfonso (Phillies (R))"
"David Hensley","Astros (A)",22,"sa3006733",682073,"David Hensley (Astros (A))"
"Wendell Rijo","- - -",22,"sa739597",620442,"Wendell Rijo (- - -)"
"Brady Whalen","Cardinals (A-)",20,"sa918278",669714,"Brady Whalen (Cardinals (A-))"
"Nestor Heredia","- - -",17,"sa3005626",681629,"Nestor Heredia (- - -)"
"Jacob Zanon","- - -",23,"sa918370",669113,"Jacob Zanon (- - -)"
"Max George","Rockies (A+)",22,"sa829010",657426,"Max George (Rockies (A+))"
"Gavin LaValley","Reds (AA)",23,"sa828878",656642,"Gavin LaValley (Reds (AA))"
"Alex Junior","Yankees (A-)",22,"sa3007649",681951,"Alex Junior (Yankees (A-))"
"Onil Pena","- - -",21,"sa828232",650857,"Onil Pena (- - -)"
"Cole Billingsley","Orioles (A+)",24,"sa873699",621462,"Cole Billingsley (Orioles (A+))"
"Logan Ice","- - -",23,"sa913305",668681,"Logan Ice (- - -)"
"Neyfy Castillo","Diamondbacks (R)",17,"sa3005544",678689,"Neyfy Castillo (Diamondbacks (R))"
"Carlos Canelon","Astros (A+)",23,"sa828522",656091,"Carlos Canelon (Astros (A+))"
